2500	55.336311
2496	56.381134
2492	57.551907
2488	58.728068
2484	59.910338
2480	61.211441
2476	62.436885
2472	63.795189
2468	65.004423
2464	66.278392
2460	67.635333
2456	68.960923
2452	70.274129
2448	71.593446
2444	72.926818
2440	74.236312
2436	75.514536
2432	76.779455
2428	78.015122
2424	79.19001
2420	80.326595
2416	81.404045
2412	82.457567
2408	83.412052
2404	84.298585
2400	85.094001
2396	85.799286
2392	86.424686
2388	86.909891
2384	87.290911
2380	87.542056
2376	87.652167
2372	87.644165
2368	87.508018
2364	87.237101
2360	86.832559
2356	86.288172
2352	85.65016
2348	84.876847
2344	83.991763
2340	83.038377
2336	81.957233
2332	80.814378
2328	79.601281
2324	78.316318
2320	76.959588
2316	75.57546
2312	74.159817
2308	72.707662
2304	71.242452
2300	69.752586
2296	68.222962
2292	66.732724
2288	65.279128
2284	63.810964
2280	62.345195
2276	60.900142
2272	59.465429
2268	58.092044
2264	56.782166
2260	55.450861
2256	54.182338
2252	52.931118
2248	51.736603
2244	50.597996
2240	49.497252
2236	48.454334
2232	47.404972
2228	46.401085
2224	45.490263
2220	44.585247
2216	43.715506
2212	42.927717
2208	42.18567
2204	41.490724
2200	40.862851
2196	40.263614
2192	39.678401
2188	39.187228
2184	38.672192
2180	38.194005
2176	37.74021
2172	37.297729
2168	36.930403
2164	36.538683
2160	36.243469
2156	35.947265
2152	35.677666
2148	35.408794
2144	35.278625
2140	35.108693
2136	34.972416
2132	34.908919
2128	34.847172
2124	34.804828
2120	34.792615
2116	34.784712
2112	34.891791
2108	34.952327
2104	35.104974
2100	35.239718
2096	35.472031
2092	35.707257
2088	35.938567
2084	36.268264
2080	36.550653
2076	36.933021
2072	37.417159
2068	37.841195
2064	38.346407
2060	38.959725
2056	39.533868
2052	40.157534
2048	40.92592
2044	41.726139
2040	42.519372
2036	43.404951
2032	44.407087
2028	45.460867
2024	46.518628
2020	47.62539
2016	48.879076
2012	50.249742
2008	51.649648
2004	53.081356
2000	54.601052
1996	56.205183
1992	57.908115
1988	59.715283
1984	61.572613
1980	63.504966
1976	65.487428
1972	67.488373
1968	69.470176
1964	71.485514
1960	73.495406
1956	75.475379
1952	77.424501
1948	79.255175
1944	81.005243
1940	82.588264
1936	84.007471
1932	85.244069
1928	86.247186
1924	86.947545
1920	87.415018
1916	87.588045
1912	87.413353
1908	86.948599
1904	86.24185
1900	85.176345
1896	83.912068
1892	82.360485
1888	80.791707
1884	78.95877
1880	77.004121
1876	74.736954
1872	72.56326
1868	70.33551
1864	68.122357
1860	65.836481
1856	63.741136
1852	61.536487
1848	59.454628
1844	57.32102
1840	55.369482
1836	53.524758
1832	51.319538
1828	49.72131
1824	48.312456
1820	46.743346
1816	45.444071
1812	44.159912
1808	42.967113
1804	41.780142
1800	40.55798
1796	39.649826
1792	38.762989
1788	38.017885
1784	37.03791
1780	36.425343
1776	35.870518
1772	35.401372
1768	35.003644
1764	34.681885
1760	34.441778
1756	34.273972
1752	34.167002
1748	34.129581
1744	34.172094
1740	34.278428
1736	34.464758
1732	34.745301
1728	35.087322
1724	35.514891
1720	36.035357
1716	36.639334
1712	37.347714
1708	38.16075
1704	39.080791
1700	40.115194
1696	41.260777
1692	42.533441
1688	43.936056
1684	45.485262
1680	47.167795
1676	49.010932
1672	51.020425
1668	53.161529
1664	55.449978
1660	57.873371
1656	60.420346
1652	63.062096
1648	65.75794
1644	68.490513
1640	71.158024
1636	73.695235
1632	76.080728
1628	78.166515
1624	79.891948
1620	81.200527
1616	82.01256
1612	82.273627
1608	81.983549
1604	81.139858
1600	79.801425
1596	77.986451
1592	75.75575
1588	73.229885
1584	70.469172
1580	67.556984
1576	64.604221
1572	61.608346
1568	58.668848
1564	55.860744
1560	53.152534
1556	50.587665
1552	48.201238
1548	46.009449
1544	43.989434
1540	42.161254
1536	40.519668
1532	39.037212
1528	37.73051
1524	36.585908
1520	35.59319
1516	34.746902
1512	34.042684
1508	33.478754
1504	33.050443
1500	32.759558
1496	32.598732
1492	32.570273
1488	32.676843
1484	32.918035
1480	33.307663
1476	33.840827
1472	34.536091
1468	35.417749
1464	36.45503
1460	37.687706
1456	39.127836
1452	40.768666
1448	42.641021
1444	44.750794
1440	47.099388
1436	49.645377
1432	52.410044
1428	55.347218
1424	58.390475
1420	61.456647
1416	64.420117
1412	67.134581
1408	69.462997
1404	71.227722
1400	72.290048
1396	72.604066
1392	72.08179
1388	70.776542
1384	68.751144
1380	66.136601
1376	63.155556
1372	59.878616
1368	56.450704
1364	53.098052
1360	49.864441
1356	46.779863
1352	43.949621
1348	41.445827
1344	39.191003
1340	37.212668
1336	35.497913
1332	34.040612
1328	32.824141
1324	31.848147
1320	31.109771
1316	30.591691
1312	30.284818
1308	30.19122
1304	30.315807
1300	30.659993
1296	31.228942
1292	32.048805
1288	33.129678
1284	34.47853
1280	36.121006
1276	38.074098
1272	40.348722
1268	42.934223
1264	45.792282
1260	48.834671
1256	51.958469
1252	55.001628
1248	57.720656
1244	59.877968
